Date,CourseID,CourseName,CourseCategory,Actual_Next_Day_Enrollment,Predicted_Next_Day_Enrollment,Actual_Next_Day_Revenue,Predicted_Next_Day_Revenue
2025-10-25,CR00052,JavaScript Mastery,Web Development,0.0,0.0,0.0,0.0
2025-10-25,CR00005,Full Stack Development,Programming,0.0,0.0,0.0,0.0
2025-10-25,CR00043,Corporate Finance,Finance,0.0,2.496568757997487,0.0,2.496568757997487
2025-10-25,CR00013,Finance for Startups,Business,1.0,0.0,0.0,0.0
2025-10-25,CR00004,Advanced Python,Programming,0.0,0.6979514062133632,0.0,0.6979514062133632
2025-10-25,CR00030,Reinforcement Learning,Machine Learning,1.0,0.0,0.0,0.0
2025-10-25,CR00010,3D Modeling,Design,0.0,0.0,0.0,0.0
2025-10-26,CR00046,AI for Beginners,Artificial Intelligence,0.0,92.62717452197401,0.0,92.62717452197401
2025-10-26,CR00008,Photoshop Mastery,Design,0.0,0.0,0.0,0.0
2025-10-26,CR00005,Full Stack Development,Programming,1.0,0.0,0.0,0.0
2025-10-26,CR00007,UI/UX Design,Design,1.0,0.0,0.0,0.0
2025-10-26,CR00055,Full-Stack Web Development,Web Development,0.0,20.764175960154247,0.0,20.764175960154247
2025-10-26,CR00052,JavaScript Mastery,Web Development,1.0,0.4379606098469253,0.0,0.4379606098469253
2025-10-26,CR00034,Data Encryption,Cybersecurity,0.0,125.70125528278875,0.0,125.70125528278875
2025-10-26,CR00048,AI Ethics,Artificial Intelligence,1.0,0.0,0.0,0.0
2025-10-26,CR00020,Email Marketing,Marketing,2.0,0.0,0.0,0.0
2025-10-26,CR00036,Agile Project Management,Project Management,0.0,5.926216348561084,0.0,5.926216348561084
2025-10-26,CR00025,Statistical Analysis,Data Science,0.0,108.52004142626862,0.0,108.52004142626862
2025-10-26,CR00002,Java Programming,Programming,0.0,0.0,0.0,0.0
2025-10-26,CR00040,Leadership in Projects,Project Management,0.0,157.57361896594236,0.0,157.57361896594236
2025-10-26,CR00038,Risk Management,Project Management,0.0,163.2259038315586,0.0,163.2259038315586
2025-10-26,CR00003,C++ for Beginners,Programming,1.0,1.1433734096558794,0.0,1.1433734096558794
2025-10-26,CR00035,Cyber Threat Intelligence,Cybersecurity,1.0,0.0,0.0,0.0
2025-10-26,CR00011,Entrepreneurship 101,Business,1.0,185.85176076564585,326.02,185.85176076564585
2025-10-26,CR00054,Backend Development with Node.js,Web Development,0.0,1.4004654431701127,0.0,1.4004654431701127
2025-10-26,CR00012,Business Strategy,Business,0.0,274.3736481944179,0.0,274.3736481944179
2025-10-26,CR00027,Neural Networks,Machine Learning,0.0,0.20451096371610333,0.0,0.20451096371610333
2025-10-26,CR00059,Affiliate Marketing,Digital Marketing,0.0,0.0,0.0,0.0
2025-10-26,CR00053,React for Beginners,Web Development,1.0,0.0,0.0,0.0
2025-10-26,CR00013,Finance for Startups,Business,1.0,0.0,0.0,0.0
2025-10-26,CR00031,Network Security,Cybersecurity,0.0,0.0,0.0,0.0
2025-10-26,CR00014,Sales Mastery,Business,0.0,0.5602380902843294,0.0,0.5602380902843294
2025-10-26,CR00009,Web Design Fundamentals,Design,1.0,2.1306508326014466,0.0,2.1306508326014466
2025-10-26,CR00044,Personal Finance,Finance,0.0,41.07773252706062,0.0,41.07773252706062
2025-10-26,CR00056,Google Ads Mastery,Digital Marketing,0.0,86.46793048394483,0.0,86.46793048394483
2025-10-26,CR00006,Graphic Design Basics,Design,1.0,136.90961074939514,276.37,136.90961074939514
2025-10-26,CR00024,Big Data Analytics,Data Science,0.0,60.11179075544513,0.0,60.11179075544513
2025-10-26,CR00032,Ethical Hacking,Cybersecurity,0.0,0.0,0.0,0.0
2025-10-26,CR00037,Scrum Essentials,Project Management,0.0,0.0,0.0,0.0
2025-10-26,CR00043,Corporate Finance,Finance,1.0,1.3639459719180564,0.0,1.3639459719180564
2025-10-26,CR00022,Data Visualization,Data Science,0.0,4.929352650646024,0.0,4.929352650646024
2025-10-26,CR00028,Deep Learning,Machine Learning,0.0,0.0,0.0,0.0
2025-10-26,CR00026,Intro to Machine Learning,Machine Learning,0.0,0.0,0.0,0.0
2025-10-26,CR00010,3D Modeling,Design,0.0,0.0,0.0,0.0
2025-10-26,CR00057,SEO for E-commerce,Digital Marketing,0.0,71.44321818579255,0.0,71.44321818579255
2025-10-26,CR00004,Advanced Python,Programming,0.0,0.0,0.0,0.0
2025-10-26,CR00019,Content Marketing,Marketing,1.0,0.2530717823020723,0.0,0.2530717823020723
2025-10-26,CR00017,SEO Mastery,Marketing,1.0,3.165290424994893,0.0,3.165290424994893
2025-10-26,CR00030,Reinforcement Learning,Machine Learning,0.0,0.0,0.0,0.0
2025-10-26,CR00047,Natural Language Processing,Artificial Intelligence,2.0,35.937751984431976,179.18,35.937751984431976
2025-10-26,CR00051,HTML & CSS,Web Development,0.0,15.200053310236193,0.0,15.200053310236193
2025-10-26,CR00039,Project Planning,Project Management,0.0,145.28875886724973,0.0,145.28875886724973
2025-10-26,CR00042,Investment Strategies,Finance,2.0,0.0,0.0,0.0
2025-10-26,CR00021,Data Analysis with Python,Data Science,1.0,0.4617456281107266,0.0,0.4617456281107266
2025-10-26,CR00050,Computer Vision,Artificial Intelligence,0.0,227.6271040566694,0.0,227.6271040566694
2025-10-26,CR00001,Python Basics,Programming,0.0,192.55524695687592,0.0,192.55524695687592
2025-10-26,CR00060,Content Creation,Digital Marketing,0.0,0.0,0.0,0.0
2025-10-26,CR00023,Machine Learning Fundamentals,Data Science,0.0,3.10016682332207,0.0,3.10016682332207
2025-10-26,CR00016,Digital Marketing,Marketing,0.0,0.0,0.0,0.0
2025-10-26,CR00029,Natural Language Processing,Machine Learning,1.0,0.0,0.0,0.0
2025-10-26,CR00033,Cybersecurity Fundamentals,Cybersecurity,0.0,0.0,0.0,0.0
2025-10-26,CR00018,Social Media Marketing,Marketing,1.0,0.0,0.0,0.0
2025-10-26,CR00041,Financial Accounting,Finance,0.0,20.34225352243714,0.0,20.34225352243714
2025-10-26,CR00045,Financial Modeling,Finance,0.0,0.0,0.0,0.0
2025-10-26,CR00049,Deep Learning,Artificial Intelligence,0.0,163.43256098438468,0.0,163.43256098438468
2025-10-26,CR00015,Leadership Essentials,Business,0.0,124.95349846720782,0.0,124.95349846720782
2025-10-26,CR00058,Social Media Strategy,Digital Marketing,1.0,0.0,0.0,0.0
2025-10-27,CR00049,Deep Learning,Artificial Intelligence,0.0,156.97507719153222,0.0,156.97507719153222
2025-10-27,CR00030,Reinforcement Learning,Machine Learning,0.0,0.0,0.0,0.0
2025-10-27,CR00045,Financial Modeling,Finance,0.0,0.0,0.0,0.0
2025-10-27,CR00002,Java Programming,Programming,0.0,0.0,0.0,0.0
2025-10-27,CR00032,Ethical Hacking,Cybersecurity,0.0,0.0,0.0,0.0
2025-10-27,CR00010,3D Modeling,Design,0.0,0.0,0.0,0.0
2025-10-27,CR00029,Natural Language Processing,Machine Learning,0.0,0.0,0.0,0.0
2025-10-27,CR00060,Content Creation,Digital Marketing,2.0,0.0,0.0,0.0
2025-10-27,CR00043,Corporate Finance,Finance,0.0,0.0,0.0,0.0
2025-10-27,CR00053,React for Beginners,Web Development,0.0,0.0,0.0,0.0
2025-10-27,CR00031,Network Security,Cybersecurity,1.0,0.0,0.0,0.0
2025-10-27,CR00013,Finance for Startups,Business,1.0,0.0,0.0,0.0
2025-10-27,CR00017,SEO Mastery,Marketing,1.0,0.0,0.0,0.0
2025-10-27,CR00046,AI for Beginners,Artificial Intelligence,0.0,92.54714733455484,0.0,92.54714733455484
2025-10-27,CR00023,Machine Learning Fundamentals,Data Science,0.0,0.6041684092262898,0.0,0.6041684092262898
2025-10-27,CR00058,Social Media Strategy,Digital Marketing,0.0,0.0,0.0,0.0
2025-10-27,CR00055,Full-Stack Web Development,Web Development,0.0,25.95067935316443,0.0,25.95067935316443
2025-10-27,CR00052,JavaScript Mastery,Web Development,0.0,0.4437328044210602,0.0,0.4437328044210602
2025-10-27,CR00009,Web Design Fundamentals,Design,1.0,0.9472373653362212,0.0,0.9472373653362212
2025-10-27,CR00034,Data Encryption,Cybersecurity,0.0,148.17834060406457,0.0,148.17834060406457
2025-10-27,CR00054,Backend Development with Node.js,Web Development,0.0,0.0,0.0,0.0
2025-10-27,CR00036,Agile Project Management,Project Management,1.0,4.173311868594027,0.0,4.173311868594027
2025-10-27,CR00006,Graphic Design Basics,Design,0.0,121.1999515780949,0.0,121.1999515780949
2025-10-27,CR00040,Leadership in Projects,Project Management,0.0,156.2896743614491,0.0,156.2896743614491
2025-10-27,CR00027,Neural Networks,Machine Learning,0.0,0.0,0.0,0.0
2025-10-27,CR00005,Full Stack Development,Programming,0.0,0.0,0.0,0.0
2025-10-27,CR00042,Investment Strategies,Finance,1.0,0.0,0.0,0.0
2025-10-27,CR00024,Big Data Analytics,Data Science,0.0,64.16253806052273,0.0,64.16253806052273
2025-10-27,CR00016,Digital Marketing,Marketing,0.0,0.0,0.0,0.0
2025-10-27,CR00025,Statistical Analysis,Data Science,0.0,107.26269885680097,0.0,107.26269885680097
2025-10-27,CR00048,AI Ethics,Artificial Intelligence,0.0,0.0,0.0,0.0
2025-10-27,CR00015,Leadership Essentials,Business,0.0,120.81605671625027,0.0,120.81605671625027
2025-10-27,CR00035,Cyber Threat Intelligence,Cybersecurity,0.0,0.0,0.0,0.0
2025-10-27,CR00012,Business Strategy,Business,0.0,234.89089443942188,0.0,234.89089443942188
2025-10-27,CR00011,Entrepreneurship 101,Business,1.0,154.4842775781362,326.02,154.4842775781362
2025-10-27,CR00051,HTML & CSS,Web Development,0.0,13.459208821316327,0.0,13.459208821316327
2025-10-27,CR00003,C++ for Beginners,Programming,0.0,0.0,0.0,0.0
2025-10-27,CR00008,Photoshop Mastery,Design,0.0,0.0,0.0,0.0
2025-10-27,CR00044,Personal Finance,Finance,0.0,43.88349612161186,0.0,43.88349612161186
2025-10-27,CR00041,Financial Accounting,Finance,1.0,19.40307785314117,53.86,19.40307785314117
2025-10-27,CR00059,Affiliate Marketing,Digital Marketing,0.0,0.0,0.0,0.0
2025-10-27,CR00018,Social Media Marketing,Marketing,2.0,0.0,0.0,0.0
2025-10-27,CR00026,Intro to Machine Learning,Machine Learning,1.0,0.0,0.0,0.0
2025-10-27,CR00050,Computer Vision,Artificial Intelligence,1.0,192.94450849415057,490.9,192.94450849415057
2025-10-27,CR00056,Google Ads Mastery,Digital Marketing,0.0,81.00588183626368,0.0,81.00588183626368
2025-10-27,CR00021,Data Analysis with Python,Data Science,0.0,0.0,0.0,0.0
2025-10-27,CR00007,UI/UX Design,Design,1.0,0.0,0.0,0.0
2025-10-27,CR00057,SEO for E-commerce,Digital Marketing,0.0,66.13844098674097,0.0,66.13844098674097
2025-10-27,CR00038,Risk Management,Project Management,0.0,150.98692094365327,0.0,150.98692094365327
2025-10-27,CR00001,Python Basics,Programming,1.0,159.79032583532353,472.28,159.79032583532353
2025-10-27,CR00033,Cybersecurity Fundamentals,Cybersecurity,1.0,0.0,0.0,0.0
2025-10-27,CR00019,Content Marketing,Marketing,0.0,0.3537852845934708,0.0,0.3537852845934708
2025-10-27,CR00004,Advanced Python,Programming,2.0,0.0,0.0,0.0
2025-10-27,CR00020,Email Marketing,Marketing,1.0,0.0,0.0,0.0
2025-10-27,CR00047,Natural Language Processing,Artificial Intelligence,0.0,35.812105408644214,0.0,35.812105408644214
2025-10-27,CR00022,Data Visualization,Data Science,0.0,5.214463364285244,0.0,5.214463364285244
2025-10-27,CR00014,Sales Mastery,Business,0.0,0.0,0.0,0.0
2025-10-27,CR00039,Project Planning,Project Management,2.0,166.4143368661004,693.42,166.4143368661004
2025-10-27,CR00028,Deep Learning,Machine Learning,0.0,0.0,0.0,0.0
2025-10-27,CR00037,Scrum Essentials,Project Management,1.0,0.0,0.0,0.0
2025-10-28,CR00007,UI/UX Design,Design,1.0,0.0,0.0,0.0
2025-10-28,CR00021,Data Analysis with Python,Data Science,0.0,0.0,0.0,0.0
2025-10-28,CR00018,Social Media Marketing,Marketing,0.0,0.0,0.0,0.0
2025-10-28,CR00035,Cyber Threat Intelligence,Cybersecurity,3.0,0.0,0.0,0.0
2025-10-28,CR00016,Digital Marketing,Marketing,0.0,0.0,0.0,0.0
2025-10-28,CR00012,Business Strategy,Business,2.0,262.9489170627852,975.84,262.9489170627852
2025-10-28,CR00038,Risk Management,Project Management,1.0,162.90052603719374,342.61,162.90052603719374
2025-10-28,CR00020,Email Marketing,Marketing,0.0,0.0,0.0,0.0
2025-10-28,CR00008,Photoshop Mastery,Design,1.0,0.0,0.0,0.0
2025-10-28,CR00031,Network Security,Cybersecurity,0.0,0.0,0.0,0.0
2025-10-28,CR00025,Statistical Analysis,Data Science,1.0,124.86730843381004,299.57,124.86730843381004
2025-10-28,CR00024,Big Data Analytics,Data Science,2.0,66.69845269357933,235.36,66.69845269357933
2025-10-28,CR00022,Data Visualization,Data Science,0.0,7.571589491615008,0.0,7.571589491615008
2025-10-28,CR00039,Project Planning,Project Management,1.0,135.75800203929052,346.71,135.75800203929052
2025-10-28,CR00037,Scrum Essentials,Project Management,1.0,0.0,0.0,0.0
2025-10-28,CR00047,Natural Language Processing,Artificial Intelligence,1.0,36.75845540425614,89.59,36.75845540425614
2025-10-28,CR00023,Machine Learning Fundamentals,Data Science,0.0,2.8457767625078247,0.0,2.8457767625078247
2025-10-28,CR00055,Full-Stack Web Development,Web Development,0.0,23.619972843335503,0.0,23.619972843335503
2025-10-28,CR00046,AI for Beginners,Artificial Intelligence,0.0,98.65099041555266,0.0,98.65099041555266
2025-10-28,CR00041,Financial Accounting,Finance,4.0,21.188801138075643,215.44,21.188801138075643
2025-10-28,CR00030,Reinforcement Learning,Machine Learning,0.0,0.0,0.0,0.0
2025-10-28,CR00056,Google Ads Mastery,Digital Marketing,1.0,88.88077916953281,212.39,88.88077916953281
2025-10-28,CR00013,Finance for Startups,Business,0.0,0.0,0.0,0.0
2025-10-28,CR00002,Java Programming,Programming,0.0,0.0,0.0,0.0
2025-10-28,CR00052,JavaScript Mastery,Web Development,0.0,2.1641163021330954,0.0,2.1641163021330954
2025-10-28,CR00036,Agile Project Management,Project Management,0.0,6.530437995923791,0.0,6.530437995923791
2025-10-28,CR00006,Graphic Design Basics,Design,1.0,151.23696658090154,276.37,151.23696658090154
2025-10-28,CR00043,Corporate Finance,Finance,1.0,0.0,0.0,0.0
2025-10-28,CR00019,Content Marketing,Marketing,0.0,2.188704665023593,0.0,2.188704665023593
2025-10-28,CR00040,Leadership in Projects,Project Management,0.0,164.92725540696932,0.0,164.92725540696932
2025-10-28,CR00017,SEO Mastery,Marketing,1.0,4.854468695177559,0.0,4.854468695177559
2025-10-28,CR00049,Deep Learning,Artificial Intelligence,0.0,142.24515045184336,0.0,142.24515045184336
2025-10-28,CR00003,C++ for Beginners,Programming,1.0,0.0,0.0,0.0
2025-10-28,CR00011,Entrepreneurship 101,Business,0.0,154.49303583792857,0.0,154.49303583792857
2025-10-28,CR00045,Financial Modeling,Finance,1.0,0.0,0.0,0.0
2025-10-28,CR00057,SEO for E-commerce,Digital Marketing,0.0,76.95929332108543,0.0,76.95929332108543
2025-10-28,CR00027,Neural Networks,Machine Learning,0.0,1.3121243254828556,0.0,1.3121243254828556
2025-10-28,CR00053,React for Beginners,Web Development,0.0,0.0,0.0,0.0
2025-10-28,CR00004,Advanced Python,Programming,0.0,0.9150625354953874,0.0,0.9150625354953874
2025-10-28,CR00060,Content Creation,Digital Marketing,1.0,0.0,0.0,0.0
2025-10-28,CR00005,Full Stack Development,Programming,0.0,0.0,0.0,0.0
2025-10-28,CR00054,Backend Development with Node.js,Web Development,1.0,2.7135399288378608,0.0,2.7135399288378608
2025-10-28,CR00001,Python Basics,Programming,0.0,230.72917712841092,0.0,230.72917712841092
2025-10-28,CR00034,Data Encryption,Cybersecurity,0.0,129.17433791728672,0.0,129.17433791728672
2025-10-28,CR00059,Affiliate Marketing,Digital Marketing,0.0,0.0,0.0,0.0
2025-10-28,CR00048,AI Ethics,Artificial Intelligence,0.0,0.6212790894139317,0.0,0.6212790894139317
2025-10-28,CR00015,Leadership Essentials,Business,0.0,122.83733083997235,0.0,122.83733083997235
2025-10-28,CR00029,Natural Language Processing,Machine Learning,0.0,0.0,0.0,0.0
2025-10-28,CR00033,Cybersecurity Fundamentals,Cybersecurity,0.0,0.0,0.0,0.0
2025-10-28,CR00042,Investment Strategies,Finance,0.0,0.0,0.0,0.0
2025-10-28,CR00044,Personal Finance,Finance,0.0,40.73527190142033,0.0,40.73527190142033
2025-10-28,CR00058,Social Media Strategy,Digital Marketing,1.0,0.0,0.0,0.0
2025-10-28,CR00014,Sales Mastery,Business,1.0,0.14985708835786937,0.0,0.14985708835786937
2025-10-28,CR00026,Intro to Machine Learning,Machine Learning,0.0,0.0,0.0,0.0
2025-10-28,CR00009,Web Design Fundamentals,Design,0.0,3.176518593771746,0.0,3.176518593771746
2025-10-28,CR00051,HTML & CSS,Web Development,1.0,15.014614446499273,37.89,15.014614446499273
2025-10-28,CR00010,3D Modeling,Design,0.0,0.0,0.0,0.0
2025-10-28,CR00032,Ethical Hacking,Cybersecurity,1.0,0.0,0.0,0.0
2025-10-28,CR00028,Deep Learning,Machine Learning,1.0,1.074585315701043,0.78,1.074585315701043
2025-10-28,CR00050,Computer Vision,Artificial Intelligence,1.0,174.32503676874163,490.9,174.32503676874163
2025-10-29,CR00004,Advanced Python,Programming,3.0,0.6394711921467646,0.0,0.6394711921467646
2025-10-29,CR00037,Scrum Essentials,Project Management,1.0,0.0,0.0,0.0
2025-10-29,CR00010,3D Modeling,Design,0.0,0.07897376135395007,0.0,0.07897376135395007
2025-10-29,CR00018,Social Media Marketing,Marketing,2.0,0.0,0.0,0.0
2025-10-29,CR00042,Investment Strategies,Finance,1.0,0.6464169911353395,0.0,0.6464169911353395
2025-10-29,CR00030,Reinforcement Learning,Machine Learning,1.0,0.0,0.0,0.0
2025-10-29,CR00047,Natural Language Processing,Artificial Intelligence,0.0,33.32394436745231,0.0,33.32394436745231
2025-10-29,CR00060,Content Creation,Digital Marketing,0.0,0.0,0.0,0.0
2025-10-29,CR00041,Financial Accounting,Finance,0.0,25.0173738540027,0.0,25.0173738540027
2025-10-29,CR00028,Deep Learning,Machine Learning,0.0,4.074400172413149,0.0,4.074400172413149
2025-10-29,CR00031,Network Security,Cybersecurity,0.0,0.0,0.0,0.0
2025-10-29,CR00003,C++ for Beginners,Programming,0.0,3.4756526069581497,0.0,3.4756526069581497
2025-10-29,CR00014,Sales Mastery,Business,3.0,3.020368378296041,0.0,3.020368378296041
2025-10-29,CR00020,Email Marketing,Marketing,0.0,0.0,0.0,0.0
2025-10-29,CR00038,Risk Management,Project Management,0.0,154.22402430747087,0.0,154.22402430747087
2025-10-29,CR00050,Computer Vision,Artificial Intelligence,1.0,182.89985794905425,490.9,182.89985794905425
2025-10-29,CR00007,UI/UX Design,Design,1.0,0.0,0.0,0.0
2025-10-29,CR00029,Natural Language Processing,Machine Learning,0.0,1.9445980500623605,0.0,1.9445980500623605
2025-10-29,CR00021,Data Analysis with Python,Data Science,1.0,1.7664110285329144,0.0,1.7664110285329144
2025-10-29,CR00001,Python Basics,Programming,0.0,270.1330067173956,0.0,270.1330067173956
2025-10-29,CR00039,Project Planning,Project Management,0.0,178.57557099775892,0.0,178.57557099775892
2025-10-29,CR00019,Content Marketing,Marketing,0.0,4.157192424276936,0.0,4.157192424276936
2025-10-29,CR00045,Financial Modeling,Finance,0.0,2.43843593533974,0.0,2.43843593533974
2025-10-29,CR00022,Data Visualization,Data Science,0.0,8.535597924994718,0.0,8.535597924994718
2025-10-29,CR00057,SEO for E-commerce,Digital Marketing,1.0,75.29441046105511,177.34,75.29441046105511
2025-10-29,CR00056,Google Ads Mastery,Digital Marketing,1.0,92.79914353217202,212.39,92.79914353217202
2025-10-29,CR00033,Cybersecurity Fundamentals,Cybersecurity,0.0,0.0,0.0,0.0
2025-10-29,CR00046,AI for Beginners,Artificial Intelligence,0.0,90.39733205518569,0.0,90.39733205518569
2025-10-29,CR00040,Leadership in Projects,Project Management,0.0,166.571242646847,0.0,166.571242646847
2025-10-29,CR00016,Digital Marketing,Marketing,1.0,0.8128358398590478,0.0,0.8128358398590478
2025-10-29,CR00005,Full Stack Development,Programming,1.0,0.29789875913134267,0.0,0.29789875913134267
2025-10-29,CR00049,Deep Learning,Artificial Intelligence,0.0,124.17243961994771,0.0,124.17243961994771
2025-10-29,CR00059,Affiliate Marketing,Digital Marketing,0.0,0.0,0.0,0.0
2025-10-29,CR00024,Big Data Analytics,Data Science,1.0,77.31151163819095,117.68,77.31151163819095
2025-10-29,CR00048,AI Ethics,Artificial Intelligence,0.0,2.8691053677323595,0.0,2.8691053677323595
2025-10-29,CR00025,Statistical Analysis,Data Science,0.0,151.01864098054696,0.0,151.01864098054696
2025-10-29,CR00035,Cyber Threat Intelligence,Cybersecurity,0.0,0.0,0.0,0.0
2025-10-29,CR00015,Leadership Essentials,Business,0.0,132.42513337224844,0.0,132.42513337224844
2025-10-29,CR00032,Ethical Hacking,Cybersecurity,1.0,0.0,0.0,0.0
2025-10-29,CR00011,Entrepreneurship 101,Business,2.0,146.27031125666485,652.04,146.27031125666485
2025-10-29,CR00051,HTML & CSS,Web Development,0.0,16.658601686376954,0.0,16.658601686376954
2025-10-29,CR00008,Photoshop Mastery,Design,0.0,0.8925196252766625,0.0,0.8925196252766625
2025-10-29,CR00044,Personal Finance,Finance,0.0,41.42208476329108,0.0,41.42208476329108
2025-10-29,CR00026,Intro to Machine Learning,Machine Learning,1.0,0.6640699966030326,0.0,0.6640699966030326
2025-10-29,CR00017,SEO Mastery,Marketing,2.0,6.247884517882014,0.0,6.247884517882014
2025-10-29,CR00023,Machine Learning Fundamentals,Data Science,0.0,5.6996527451217815,0.0,5.6996527451217815
2025-10-29,CR00012,Business Strategy,Business,1.0,241.05730949071847,487.92,241.05730949071847
2025-10-29,CR00052,JavaScript Mastery,Web Development,0.0,2.667474887342479,0.0,2.667474887342479
2025-10-29,CR00053,React for Beginners,Web Development,0.0,0.0,0.0,0.0
2025-10-29,CR00043,Corporate Finance,Finance,3.0,4.41065893137241,0.0,4.41065893137241
2025-10-29,CR00027,Neural Networks,Machine Learning,0.0,2.8245795436619687,0.0,2.8245795436619687
2025-10-29,CR00006,Graphic Design Basics,Design,0.0,137.38551209924734,0.0,137.38551209924734
2025-10-29,CR00055,Full-Stack Web Development,Web Development,0.0,28.21679441677582,0.0,28.21679441677582
2025-10-29,CR00058,Social Media Strategy,Digital Marketing,0.0,0.0,0.0,0.0
